x,y
-0.3728,0.8792
-0.3734,0.8712
-0.3802,0.8792
-0.3982,0.8756
-0.3796,0.8604
-0.3962,0.8816
-0.3766,0.8708
-0.384,0.9
-0.3832,0.9052
-0.3834,0.9072
-0.3866,0.9148
-0.3872,0.9132
-0.3896,0.9188
-0.366,0.8404
-0.3872,0.9116
-0.3896,0.8884
-0.3782,0.876
-0.381,0.8744
-0.3802,0.8724
-0.3802,0.8604
-0.3732,0.8852
-0.3726,0.888
-0.3706,0.8964
-0.3686,0.8924
-0.3746,0.854
-0.3758,0.8556
-0.3722,0.8948
-0.3732,0.8948
-0.3742,0.8852
-0.3756,0.8868
-0.377,0.8896
-0.3796,0.8944
-0.3798,0.9016
-0.3696,0.8968
-0.364,0.864
-0.368,0.8716
-0.3696,0.8608
-0.3682,0.8596
-0.3662,0.8604
-0.3998,0.9324
-0.3872,0.9404
-0.378,0.9648
-0.3698,-0.7964
-0.3772,-0.8296
-0.3502,0.844
-0.3464,0.9788
-0.3178,-0.8112
-0.3032,-0.6376
-0.2064,-0.9704
-0.1854,-0.9852
-0.1516,-0.8168
-0.127,0.6512
-0.1542,0.7004
-0.074,-0.8152
-0.0778,-0.7644
-0.0584,-0.7672
-0.0494,-0.7748
-0.0652,-0.3944
-0.0526,0.2084
-0.0652,0.9636
-0.0166,-0.8684
-0.0158,0.6788
-0.022,0.7068
0.0026,-0.9196
0.0114,-0.8988
0.0288,-0.7692
0.038,-0.7832
0.0352,-0.798
0.0154,-0.7408
0.0074,-0.442
0.026,0.0768
0.002,0.1352
0.0076,0.804
0.0296,0.902
0.027,0.9044
0.0422,-0.97
0.0566,-0.8144
0.0612,-0.81
0.068,-0.896
0.0616,-0.8508
0.0736,-0.8436
0.0554,-0.6912
0.064,0.3968
0.088,-0.838
0.081,-0.8488
0.1284,-0.99
0.1224,-0.9712
0.1272,-0.9628
0.1314,-0.9716
0.1326,-0.9716
0.1288,-0.9692
0.1338,-0.9352
0.1344,-0.972
0.1318,-0.9604
0.1278,-0.912
0.1248,-0.9132
0.1556,-0.8676
0.152,-0.9024
0.1596,-0.7528
0.1348,-0.6348
0.1314,-0.644
0.1404,-0.6508
0.1432,-0.628
0.1498,-0.682
0.1306,-0.968
0.1202,-0.954
0.1676,-0.9812
0.1622,-0.9808
0.1834,-0.9432
0.1624,-0.8212
0.171,-0.8092
0.1894,-0.6716
0.1856,-0.6388
0.195,-0.6592
0.1988,-0.5392
0.1784,-0.5168
0.1938,-0.7616
0.2198,-0.9276
0.2024,-0.8728
0.2194,-0.8048
0.2338,-0.764
0.2258,-0.7356
0.2302,-0.7468
0.2092,-0.6128
0.2182,-0.6292
0.2202,-0.656
0.2032,-0.5992
0.2074,-0.5932
0.239,-0.598
0.2302,0.7656
0.245,-0.9944
0.2554,-0.9212
0.2586,-0.9304
0.2646,-0.9272
0.2684,-0.9264
0.2484,-0.9044
0.2516,-0.8952
0.2586,-0.8928
0.2646,-0.908
0.2614,-0.844
0.2794,-0.7704
0.2454,-0.6932
0.2782,-0.7476
0.2484,-0.6196
0.2422,-0.54
0.2676,-0.5824
0.2594,0.0656
0.2848,-0.994
0.289,-0.8932
0.2852,-0.8504
0.2952,-0.9044
0.307,-0.8996
0.3188,-0.9032
0.3184,-0.9008
0.2848,-0.7756
0.2884,-0.7724
0.3172,-0.7828
0.3016,-0.6932
0.319,-0.7384
0.2892,-0.0608
0.2868,0.2256
0.2998,-0.7228
0.294,-0.8812
0.3222,-0.9676
0.3492,-0.9288
0.3206,-0.872
0.3384,-0.8828
0.3562,-0.8636
0.325,-0.778
0.3584,-0.8332
0.3556,-0.8336
0.3202,-0.7268
0.3212,-0.6836
0.331,-0.7412
0.342,-0.6008
0.3386,-0.5744
0.3498,-0.5652
0.3598,-0.574
0.341,0.416
0.3636,-0.8836
0.3754,-0.8612
0.3634,-0.7996
0.3714,-0.7872
0.3824,-0.7352
0.3894,-0.7328
0.3978,-0.7464
0.394,-0.6132
0.3928,-0.6596
0.37,-0.5752
0.4088,-0.8252
0.4094,-0.7724
0.4078,-0.7644
0.4164,-0.8028
0.4038,-0.7392
0.4128,-0.7392
0.4126,-0.7468
0.4114,-0.7464
0.4114,-0.742
0.423,-0.7016
0.4334,-0.7348
0.401,-0.6208
0.4214,-0.6696
0.4388,-0.642
0.4056,-0.586
0.4136,-0.5804
0.4296,-0.5672
0.435,-0.5516
0.4114,-0.428
0.4324,-0.5924
0.4258,-0.116
0.4582,-0.9836
0.4466,-0.848
0.4572,-0.7116
0.4684,-0.7144
0.4718,-0.7256
0.477,-0.7232
0.4508,-0.6016
0.4694,-0.584
0.4734,-0.5672
0.4536,-0.1164
0.4898,-0.594
0.4864,-0.544
0.4982,-0.5208
0.4984,-0.5272
0.494,-0.5248
0.502,-0.556
0.509,-0.5288
0.5564,-0.3732
0.5308,0.0388
0.5498,0.8456
0.571,-0.3972
0.5876,0.0804
0.5634,0.316
0.587,0.6912
0.5732,0.8388
0.5994,0.9444
0.5996,0.9356
0.5936,0.8572
0.6108,-0.3392
0.6118,-0.1288
0.6398,-0.152
0.6118,-0.0692
0.6216,-0.1192
0.627,-0.0676
0.6312,-0.0136
0.6052,0.9184
0.6022,0.9884
0.6184,0.9528
0.6196,0.9284
0.6194,0.9212
0.6204,0.9272
0.6262,0.934
0.6206,0.9432
0.6254,0.9452
0.6242,0.9452
0.6316,0.9884
0.6734,-0.7608
0.6502,-0.5692
0.6708,-0.5444
0.6566,-0.4064
0.6596,-0.4336
0.6492,-0.1696
0.6476,-0.164
0.6464,-0.158
0.6634,-0.1412
0.6722,-0.0316
0.659,0.3236
0.6772,0.368
0.6782,0.9976
0.6726,0.9204
0.695,-0.8184
0.6816,-0.6944
0.714,-0.754
0.693,-0.4352
0.6826,-0.128
0.7026,-0.1316
0.6884,0.3244
0.694,0.3404
0.6958,0.3716
0.6914,0.944
0.6936,0.9576
0.7106,0.9908
0.711,0.9548
0.7502,-0.5676
0.7462,0.0204
0.7296,0.1388
0.7296,0.1468
0.7294,0.1552
0.7334,0.1432
0.7322,0.1396
0.7478,0.4396
0.731,0.4864
0.7352,0.7576
0.7548,0.7996
0.726,0.9716
0.722,0.992
0.747,0.9976
0.7968,-0.2168
0.7918,-0.204
0.7724,0.3064
0.7798,0.7412
0.781,0.7132
0.787,0.8136
0.799,0.796
0.8078,-0.2016
0.8244,0.9996
0.85,0.1312
0.8598,0.5296
0.841,0.6564
0.862,0.6388
0.856,0.7368
0.861,0.7336
0.8882,0.554
0.9262,0.606
0.9616,0.6368
0.986,0.6812
0.966,0.8284
0.9928,0.7856
-0.9854,-0.9808
-0.992,-0.6008
-0.9758,-0.4348
-0.9924,-0.1696
-0.9632,-0.1616
-0.9936,-0.046
-0.9662,-0.002
-0.9898,0.3416
-0.9618,0.3208
-0.9874,0.5724
-0.9884,0.6244
-0.9396,-0.7016
-0.9272,-0.5824
-0.9298,-0.3772
-0.9596,-0.148
-0.9598,-0.1412
-0.9584,-0.132
-0.9376,-0.1452
-0.956,-0.02
-0.9416,0.0712
-0.9502,0.2436
-0.9284,0.6036
-0.3324,0.8544
-0.3252,0.9528
-0.3288,0.9364
-0.9068,-0.2844
-0.9046,-0.0688
-0.9142,-0.0372
-0.9188,0.004
-0.8904,0.154
-0.8968,0.398
-0.8998,0.406
-0.8928,0.572
-0.9046,0.69
-0.8464,0.4604
-0.9152,-0.8088
-0.8468,-0.9696
-0.872,-0.7768
-0.851,-0.7904
-0.8482,-0.8032
-0.8592,-0.6408
-0.841,-0.424
-0.8732,-0.25
-0.8698,-0.2496
-0.875,-0.1632
-0.8502,-0.1748
-0.8638,0.2188
-0.8682,0.43
-0.8614,0.4528
-0.8562,0.8376
-0.8416,-0.9596
-0.8372,-0.9656
-0.8116,-0.9396
-0.8368,0.1308
-0.8122,0.8604
-0.8012,0.8492
-0.833,0.992
-0.488,0.8236
-0.7714,-0.9192
-0.7728,-0.2012
-0.7764,-0.138
-0.7742,0.0704
-0.7732,0.0928
-0.7928,0.29
-0.7912,0.3052
-0.7888,0.8044
-0.7918,0.9224
-0.7856,0.966
-0.7866,0.946
-0.742,-0.0952
-0.7496,-0.1168
-0.7494,0.0308
-0.7534,0.262
-0.7442,0.5368
-0.7558,0.6712
-0.745,0.732
-0.7486,0.8212
-0.7318,0.9004
-0.7336,0.9008
-0.7322,0.9748
-0.7538,-0.1348
-0.683,-0.9968
-0.6912,-0.5352
-0.682,-0.526
-0.7126,-0.482
-0.7106,-0.4924
-0.6852,-0.5044
-0.7036,-0.088
-0.703,0.544
-0.7032,0.732
-0.6982,0.7572
-0.6918,0.7432
-0.7054,0.868
-0.6976,0.9184
-0.6776,-0.5304
-0.6794,-0.5228
-0.6486,-0.5468
-0.673,-0.5156
-0.6498,-0.35
-0.6582,0.7876
-0.6524,0.7844
-0.6538,0.7832
-0.6498,0.7852
-0.6446,0.7744
-0.6566,0.9404
-0.638,0.0296
-0.638,0.6912
-0.6324,0.6948
-0.619,0.7436
-0.582,-0.8812
-0.593,0.4304
0.6362,-0.0392
0.6352,-0.6412
-0.556,-0.9424
-0.556,-0.9208
-0.548,0.6008
-0.546,0.9404
-0.5052,-0.9484
-0.5114,0.5748
-0.5114,0.5952
-0.498,0.594
-0.4904,0.58
-0.4894,0.5812
-0.4892,0.582
-0.4804,0.598
-0.4898,0.5772
-0.5058,0.654
-0.4996,0.6008
-0.5104,0.7308
-0.5018,0.8372
-0.4586,0.4992
-0.477,0.6472
-0.448,0.6748
-0.4408,0.6724
-0.4656,0.7592
-0.4472,0.8504
-0.445,0.5
-0.422,-0.7732
-0.4258,0.514
-0.4286,0.4864
-0.412,0.688
-0.4118,0.7256
-0.4358,0.8084
-0.4328,0.8216
-0.4062,0.8344
-0.4096,0.7644
-0.408,0.7716
-0.4002,0.7768
-0.418,0.8428
-0.413,0.8408
-0.414,0.876
-0.4156,0.8684
-0.402,0.9388
-0.409,0.8964
-0.396,0.4084
-0.3936,0.4116
-0.3818,0.4104
-0.3768,0.3956
-0.3764,0.4068
-0.3716,0.4272
-0.362,0.4388
-0.3672,0.4212
-0.3898,0.6764
-0.3998,0.7792
-0.3998,0.8896
-0.3878,0.9156
-0.3836,0.9088
-0.3766,0.8536
-0.3772,0.8708
-0.3692,0.8816
-0.3998,0.9304
-0.388,0.9352
-0.3634,0.9996
-0.338,-0.7992
-0.3206,-0.7484
-0.3408,-0.6152
-0.3342,0.6176
-0.326,0.6524
-0.3424,0.8208
-0.3354,0.78
-0.3534,0.872
-0.3034,0.8988
-0.2156,-0.672
-0.2258,0.796
-0.124,-0.8104
-0.1232,0.648
-0.122,0.648
-0.1254,0.8004
-0.1236,0.818
-0.0902,-0.7384
-0.114,-0.482
-0.1162,0.5932
-0.1082,0.8056
-0.0562,-0.7916
-0.065,-0.4772
-0.0426,0.6556
-0.0126,-0.9792
-0.0142,-0.9684
-0.0276,-0.8696
-0.0058,-0.9104
-0.0234,0.322
-0.0124,0.3964
-0.0074,0.4252
-0.0084,0.4668
-0.027,0.6396
-0.0212,0.9012
-0.015,0.8952
-0.0138,0.8984
-0.0162,0.91
-0.04,0.0092
0.0284,-0.9264
0.0294,-0.8148
0.0342,-0.796
0.0002,-0.7464
0.0062,-0.7268
0.0082,0.0932
0.0394,-0.9244
0.052,-0.8984
0.053,-0.9092
0.0684,-0.9116
0.0792,-0.7864
0.0786,-0.8052
0.0484,-0.6656
0.1116,-0.9232
0.0898,-0.8648
0.095,-0.8212
0.1032,-0.682
0.0922,-0.4512
0.1086,0.9696
0.1266,-0.9996
0.1224,-0.9664
0.1212,-0.9648
0.1272,-0.97
0.1318,-0.9552
0.1322,-0.9516
0.132,-0.9672
0.1382,-0.98
0.1428,-0.9984
0.1428,-0.9828
0.1558,-0.9696
0.1548,-0.9868
0.1252,-0.9032
0.1338,-0.8612
0.1504,-0.8728
0.1406,-0.8392
0.1592,-0.7604
0.1536,-0.754
0.1594,-0.6156
0.1594,-0.618
0.166,-0.9548
0.1602,-0.948
0.182,-0.9924
0.1666,-0.8628
0.1698,-0.8448
0.1798,-0.8152
0.1714,-0.6216
0.1774,-0.45
0.1826,-0.446
0.1928,-0.4592
0.1914,-0.5164
0.1884,0.5116
0.1828,0.898
0.1756,0.3676
0.2164,-0.6096
0.2126,-0.6156
0.2172,-0.6192
0.2072,-0.5964
0.2092,-0.5972
0.2364,-0.576
0.2096,-0.4552
0.2156,0.0248
0.2136,0.7132
0.2492,-0.8496
0.2614,-0.8444
0.2782,-0.7604
0.2698,-0.71
0.2794,0.0096
0.2996,-0.8548
0.317,-0.894
0.2918,-0.6968
0.2988,-0.7148
0.2952,-0.6788
0.2894,0.0388
0.3012,0.0344
0.3308,-0.9788
0.3374,-0.8796
0.332,-0.9096
0.3532,-0.9068
0.3312,-0.5832
0.3632,-0.7868
0.381,-0.586
0.4228,-0.9864
0.4334,-0.978
0.411,-0.6244
0.4294,-0.6016
0.4294,-0.592
0.4578,-0.8364
0.448,-0.6332
0.449,-0.6396
0.4656,-0.6144
0.452,-0.3944
0.4894,-0.6144
0.4858,-0.5896
0.4844,-0.5512
0.4874,-0.5248
0.4878,-0.526
0.4894,-0.5292
0.4928,-0.5204
0.498,-0.5268
0.4936,-0.552
0.4912,-0.5456
0.4954,-0.5604
0.5028,-0.5404
0.5004,-0.5232
0.4896,-0.506
0.4902,-0.5196
0.501,-0.4232
0.4804,-0.3376
0.4962,-0.5184
0.5446,-0.886
0.5566,0.7252
0.5696,-0.7352
0.5606,-0.402
0.596,-0.388
0.5956,-0.4232
0.5994,-0.0136
0.5758,0.5284
0.5844,0.5956
0.5974,0.584
0.5932,0.7072
0.5988,0.7048
0.6092,-0.708
0.6026,-0.6976
0.6206,-0.6896
0.626,-0.4648
0.6388,-0.3024
0.6276,-0.2792
0.6202,-0.232
0.6098,-0.1392
0.6392,-0.1588
0.6354,-0.1636
0.6376,-0.1796
0.6226,-0.0852
0.6262,-0.0916
0.6304,-0.0684
0.6332,-0.0664
0.6334,-0.0636
0.632,-0.086
0.638,-0.0848
0.6222,0.0932
0.6298,0.3208
0.6232,0.3404
0.6508,-0.2412
0.6492,-0.1808
0.6466,-0.1936
0.6466,-0.1948
0.6458,-0.1616
0.6422,-0.1564
0.6438,-0.1568
0.6432,-0.1536
0.6436,-0.1532
0.644,-0.15
0.6496,-0.1464
0.6488,-0.1488
0.6468,-0.1464
0.6466,-0.1472
0.6458,-0.148
0.6482,-0.128
0.6518,-0.1324
0.6516,-0.1544
0.653,-0.1496
0.6506,-0.1444
0.6772,-0.1836
0.6472,0.0028
0.674,0.19
0.6744,0.1708
0.6508,0.2784
0.6782,0.7836
0.675,0.8556
0.6686,-0.1836
0.6858,-0.9096
0.6966,-0.86
0.6832,-0.4876
0.691,-0.4288
0.7004,-0.4148
0.6828,-0.118
0.7078,0.0812
0.7154,0.1084
0.7012,0.1336
0.7196,0.1344
0.6978,0.3516
0.681,0.3788
0.7154,0.7656
0.749,-0.876
0.7228,-0.184
0.7498,-0.1872
0.7284,0.1256
0.7292,0.1372
0.7314,0.1324
0.733,0.1304
0.7432,0.1276
0.7452,0.3516
0.727,0.9788
0.7616,-0.0496
0.7674,-0.0432
0.7992,-0.0732
0.7856,-0.002
0.7772,0.2556
0.769,0.3284
0.7678,0.3248
0.7776,0.342
0.7674,0.3944
0.7944,0.6856
0.7874,0.8784
0.802,-0.2044
0.808,-0.1988
0.8224,-0.1036
0.8094,0.3976
0.8376,0.4748
0.8072,0.5632
0.8068,0.798
0.8298,0.7852
0.8102,-0.2664
0.8774,-0.0648
0.8788,0.4004
0.8466,0.5152
0.8604,0.5276
0.8692,0.592
0.8434,0.7092
0.856,0.6996
0.8704,0.7732
0.911,0.6652
0.9528,0.5252
0.9524,0.6652
0.9588,0.6368
0.9578,0.6332
0.9526,0.8152
0.9402,0.9212
-0.961,-0.4016
-0.966,-0.0508
-0.9684,0.6104
-0.9342,-0.9376
-0.926,-0.7868
-0.9498,-0.5576
-0.9408,-0.2168
-0.9452,-0.1468
-0.9406,-0.1596
-0.9416,-0.1596
-0.9412,0.1048
-0.936,0.0716
-0.9504,0.2604
-0.943,0.4284
-0.9488,0.8652
-0.939,-0.1376
-0.8876,-0.1416
-0.912,0.1584
-0.8938,0.3932
-0.8994,0.402
-0.8922,0.5676
-0.8418,-0.1052
-0.8422,0.7784
-0.8264,-0.9432
-0.8232,-0.9756
-0.8246,0.9088
-0.8374,0.9328
-0.8196,0.9584
-0.801,0.9432
-0.801,0.9416
-0.808,0.9392
-0.8046,0.938
-0.8032,0.9364
-0.7814,-0.6832
-0.7798,0.0336
-0.7826,0.136
-0.777,0.2048
-0.7366,-0.0304
-0.7408,0.1668
-0.7556,0.2912
-0.7314,0.416
-0.7326,0.8248
-0.7528,0.9304
-0.7516,0.9456
-0.751,-0.1176
-0.7176,-0.6804
-0.7186,-0.6776
-0.6982,-0.608
-0.6838,-0.5484
-0.7118,-0.484
-0.7164,0.3012
-0.7094,0.3488
-0.7154,0.8808
-0.713,0.982
-0.6616,-0.6508
-0.6562,-0.6532
-0.664,-0.3648
-0.645,-0.3996
-0.6402,0.0248
-0.6454,0.6564
-0.6466,0.6368
-0.6448,0.7404
-0.67,0.9512
-0.6106,-0.0012
-0.588,-0.9928
-0.5604,-0.5688
-0.5326,0.6428
-0.5384,0.5188
-0.496,0.5732
-0.4954,0.578
-0.487,0.5788
-0.5152,0.7344
-0.4406,-0.8984
-0.468,-0.6424
-0.4406,-0.9368
-0.4016,-0.5192
-0.4252,0.5048
-0.4174,0.7304
-0.4292,0.8116
-0.4316,0.8408
-0.4206,0.8816
-0.396,0.3948
-0.381,0.4132
-0.3652,0.8672
-0.3658,0.866
-0.3766,0.8776
-0.3598,-0.8536
-0.338,0.6896
-0.357,0.8792
-0.3512,0.8752
-0.3524,0.8636
-0.3532,0.4436
-0.3478,-0.8472
-0.309,-0.666
-0.297,0.8224
-0.2894,0.8484
-0.1474,-0.816
-0.0852,-0.9204
-0.1034,-0.7772
-0.1142,0.5092
-0.0858,0.6104
-0.0944,0.8532
-0.0644,-0.8472
-0.0408,0.582
-0.0096,-0.918
-0.031,0.322
0.0298,-0.7564
0.0136,0.3424
0.0196,0.3188
0.023,0.7904
0.0766,-0.8448
0.0744,-0.8604
0.0794,-0.8772
0.0404,0.2948
0.0672,0.2212
0.0724,-0.5588
0.1166,-0.9128
0.0828,-0.7536
0.1082,-0.1408
0.1526,-0.9516
0.1484,-0.9072
0.1458,-0.8296
0.1242,-0.6672
0.1444,-0.5728
0.1602,-0.9904
0.1938,-0.6808
0.2114,-0.7664
0.2158,-0.7688
0.2314,-0.7772
0.2328,-0.7296
0.2074,-0.642
0.2102,-0.6356
0.2336,0.7668
0.2476,-0.5968
0.2758,-0.4264
0.2752,-0.7764
0.3036,-0.8808
0.3102,-0.85
0.2882,-0.7544
0.2914,-0.6996
0.2972,0.7884
0.2806,0.9
0.3332,-0.8988
0.3492,-0.6752
0.3694,-0.7828
0.3686,-0.716
0.3914,-0.6224
0.3702,-0.042
0.3718,-0.8356
0.4232,-0.8744
0.4034,-0.6216
0.4038,-0.298
0.4618,-0.9812
0.4616,-0.9652
0.4658,-0.9628
0.4434,-0.8592
0.4556,-0.682
0.4664,-0.6628
0.464,-0.6164
0.4414,-0.5776
0.4672,0.4248
0.4608,-0.7436
0.4856,-0.5756
0.4958,-0.5476
0.5036,-0.5204
0.501,-0.9832
0.5488,-0.9452
0.555,0.9952
0.5566,-0.724
0.564,-0.9184
0.5976,-0.702
0.5724,-0.1024
0.5992,0.5684
0.631,-0.2028
0.611,-0.1316
0.6098,0.2012
0.6002,0.9304
0.6246,0.9396
0.674,-0.27
0.6484,-0.1548
0.6496,-0.158
0.6508,-0.1536
0.6668,-0.1544
0.6528,0.0428
0.6434,0.1548
0.6678,0.1984
0.6522,0.5192
0.6596,0.9996
0.7174,-0.8192
0.6822,-0.1672
0.6902,0.0888
0.7028,0.1732
0.7078,0.1644
0.7196,0.1612
0.7166,0.2464
0.6948,0.3948
0.691,0.3736
0.6812,0.9924
0.7266,-0.2232
0.7224,-0.0284
0.757,0.0932
0.7262,0.1236
0.7304,0.1256
0.7332,0.1364
0.7202,0.3064
0.7388,0.324
0.755,0.2836
0.7396,0.5976
0.73,0.7368
0.7308,0.398
0.7858,-0.0208
0.7814,0.014
0.7812,0.9144
0.7688,0.9376
0.7898,0.0012
0.786,-0.0108
0.766,0.02
0.8682,0.5228
0.8608,0.5796
0.8726,0.5452
0.85,0.7296
0.8826,0.5516
0.907,0.6608
0.931,0.5936
0.9394,0.6624
0.9438,0.614
0.9412,0.6604
0.997,0.7256
